title,artist,album,release_date,genre,likes,lyrics
Ditto,NewJeans,NewJeans 'OMG',2022.12.19,댄스,"총건수
											0","Woo woo woo woo oohWoo woo woo wooStay in the middleLike you a littleDon’t want no riddle말해줘 say it backOh say it ditto아침은 너무 멀어So say it ditto훌쩍 커버렸어함께한 기억처럼널 보는 내 마음은어느새 여름 지나 가을기다렸지 all this timeDo you want somebodyLike I want somebody날 보고 웃었지만Do you think about me now yeahAll the time yeahAll the timeI got no time to lose내 길었던 하루난 보고 싶어Ra-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)I got nothing to lose널 좋아한다고wooah wooah wooahRa-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)But I don't want toStay in the middleLike you a littleDon’t want no riddle말해줘 say it backOh say it ditto아침은 너무 멀어So say it dittoI don't want toWalk in this 미로다 아는 건 아니어도바라던 대로말해줘 Say it backOh say it dittoI want you so, want youSo say it dittoNot just anybody너를 상상했지항상 닿아있던처음 느낌 그대로 난기다렸지 all this timeI got nothing to lose널 좋아한다고wooah wooah wooahRa-ta-ta-ta 울린 심장 (Ra-ta-ta-ta)But I don't want toStay in the middleLike you a littleDon’t want no riddle말해줘 say it backOh say it ditto아침은 너무 멀어So say it dittoI don't want toWalk in this 미로다 아는 건 아니어도바라던 대로말해줘 Say it backOh say it dittoI want you so, want youSo say it dittoWoo woo woo woo oohWoo woo woo woo"
Drama,aespa,Drama - The 4th Mini Album,2023.11.10,댄스,"총건수
											0","Ya Ya I’m the DramaZiggy ziggy zag I’m new'Cause I go biggie biggie bad It’s true날카로운 눈 안에 비친 Toxic내 본능을 당겨 ZoomHold up, What? Oh my godYou say, What? 다쳐 넌You better watch out우린 이미 거센 Boom달려가고 있어 VroomI li-li like me when I rollLi-li-like me when I’m savageLi-li-like me when I goLi-li-likie when I baddestHold up 빛을 따라서달아 다 다 달려나가 RunGo Finally Ra ta ta ta다음 세계를 열어 난1, 2 It’s time to go후회 없어 난맞서 난 깨버렸지날 따라서 움직일 Rules손끝으로 세상을 두드려 움직여Yeah I’m comingI bring I bringall the Drama-ma-ma-maI bring Drama-ma-ma-maWith my girls in the backGirls in the backDramaTrauma-ma-ma-maI break Trauma-ma-ma-maWith MY WORLD in the back나로 시작되는 Drama(All that)Drama-ma-ma-ma(Bring it that)Drama-ma-ma-maWith my girls in the backGirls in the back YeahI breakTrauma-ma-ma-ma(We them)Trauma-ma-ma-maWith MY WORLD in the back나로 시작되는 DramaDrama-ma-ma-maDrama-ma-ma-ma (3, 2, 1)Drama-ma-maYou know I’ve been kind of like1, 2, 3 깜짝 놀랄 다음 Scene키를 거머쥔주인공은 나4, 3, 2 Going down쉽게 ThroughDeja Vu 같이그려지는 이미지날 굳이 막지 말아이건 내 Drama도발은 굳이 안 막아Uh I’m a stunner1, 2 It’s time to go타오르는 날 (타는 날)느껴 난 And I love it새로워지는 Rules난 눈을 떠 (두 눈을 떠)시작된 걸 (넌) 알아 (Now)It’s comingI bring I bringall the Drama-ma-ma-maI bring Drama-ma-ma-maWith my girls in the backGirls in the backDramaTrauma-ma-ma-maI break Trauma-ma-ma-maWith MY WORLD in the back나로 시작되는 DramaInto the REAL WORLD다가온 Climax두려워하지 마You and I함께 써 내려가는 Story날 가로막았던 No한계를 뛰어 넘어 Every dayOh Imma make it my wayOut of the way YeahI bring I bringall the Drama-ma-ma-maI bring Drama-ma-ma-maWith my girls in the backGirls in the backDramaTrauma-ma-ma-maI break Trauma-ma-ma-maWith MY WORLD in the back나와 함께하는 Drama(All that)You know, I’m savage거침없는 Baddest나를 둘러싼 Thrill거친 여정 속의 Drama(Drama-ma-ma)내가 깨트릴 모든 Trauma(Drama-ma-ma)지금 시작되는 DramaYa Ya 너로 시작될 MY Drama"
SHEESH,BABYMONSTER,BABYMONS7ER,2024.04.01,R&B/Soul,"총건수
											0",Da la lun dunDa la lun dunDa la lun dunBABY I’mma MONSTERMano a manoI see you in slow mo’You know you’re in troubleOoh hoo hoo hoo발버둥 쳐봐어차피 손바닥위에서 못 나가You know that눈을 뜬 순간피어나All eyes on me불을 질러라Do or dieOn my lifeYeah you ain’t seen nothing yetGot them all goingSheesh SheeshSheesh Sheesh Sheesh yeahB.A.B.Y.M.O.NSheesh SheeshSheesh Sheesh Sheesh yeahGot them all goingYo hold on 쉿걍 들이부어라 네 달팽이관에이건 네 귀에 줄 축복음악에 맞춰 걍 춤 춰 히비리 합 합 boom boom pow분위기 타올라 너네들 눈 돌아띵하니 적잖이 충격일 거야Crown this queen홈런은 쳤고 내 다음은 위어중이떠중이 중간 아님날 보고 닫혔던 입들 saySheesh Sheesh SheeshYou know what it isI be running thisPull up in a ghostPeek a peek a boo hooVroom vroom너네 심장에 박동이 pump pump popPedal to the metalClick clack click Put’em up to the skyHigh high high high눈을 뜬 순간피어나All eyes on me불을 질러라Do or dieOn my lifeYeah you ain’t seen nothing yetGot them all goingSheesh SheeshSheesh Sheesh Sheesh yeahB.A.B.Y.M.O.NSheesh SheeshSheesh Sheesh Sheesh yeahGot them all going마음껏 웃어봐이젠 내 차례니까천천히 불태워 네가 잠든 사이Time’s up올라가 올라가 더꼭대기 꼭대기로하늘 위 하늘 위로Fly away온 세상을 뒤집어Come on let’s ride BABY I’mma MONSTERB A B Y M O NTell a friend tell a friend tell a friendB A B Y M O NTell a friend tell a friend tell a friendLet's goJump jump and let it goWatch out we on a roll Rum pump pump pump it up thenJump jump and let it goWatch out we on a roll Rum pump pump pump it up then
연애편지,임영웅,IM HERO,2022.05.02,포크/블루스,"총건수
											0",노을에 물든 저녁 하늘이오랜만에 참 좋은 저녁입니다문득 떠오른 그대 생각에나지막이 이름을 불러봅니다나도 몰래 꺼내 본 낡은 수첩엔그대가 너무도 많아차마 그립단 말 대신꽃잎을 넣어 보내며하얀 종이에 하지 못한 말아직 그댄 내 고운 사랑입니다외로이 스쳐 창을 흔드는바람 소리 쓸쓸한 시간입니다어둠 만들고 초를 태우며나지막이 그대를 불러봅니다나도 몰래 꺼내 본 낡은 사진엔그대가 너무도 많아차마 그립단 말 대신바라본 밤하늘에는아스라이 먼 작은 별 하나외로이 홀로 남아 깜박입니다그대를 닮은 작은 별 하나외로이 홀로 남아 깜박입니다그대 고운 이름은 사랑입니다
Spicy,aespa,MY WORLD - The 3rd Mini Album,2023.05.08,댄스,"총건수
											0","Uh Uh Too SpicyYou want my A to the ZBut you won’t 어림없지맞혀봐 Sweet 또는 FreakWhat’s hiding underneath(I see)망설이듯 간 보는 너기회는 없어 OhNah You won’t get itNo No, You won’t get itI say깜빡 한순간끌어당겨You’ll be mine (Mine)살짝 다가와Can cross my borderline(Line Line Line)널 따분하게 했던 Every day흥미로운 덫을 던져줄게뛰어들어 봐Just right now'Cause I’m too Spicyfor your heartRing the fire alarm심장을 파고들어 넌I'm too Spicy번지는 자극 속에 넌바로 그 순간또 다른 나를 발견해I’m too Spicy too tooI’m too SpicyDon’t Stop 겁내지 마Bang Bang 외쳐봐I’m too SpicyYeah I’m too SpicyYou know that IDon’t Stop 용기 내 봐Next step, MyselfI’m too SpicyToo Spicy too tooI’m too SpicyTell me what you seeWhen you look at me'Cause I am a 10out of 10 honestly기세가 다른 Move널 압도하는 GrooveBut you keep wastingyour time DudeDon't chase me경고해 난Erase me멀리 달아나Hey 이젠 알겠니원래부터 Bad I’m so bad honestlySo bad전부 가질래지금부턴Call you mine (Mine)도망칠 거면Don’t cross my borderline(Line Line Line)늘 뻔하기만 했던 Every day이제 그만 Rule을 벗어날 때어렵지 않아Just right now'Cause I’m too Spicyfor your heartRing the fire alarm심장을 파고들어 넌I'm too Spicy번지는 자극 속에 넌바로 그 순간또 다른 나를 발견해I’m too Spicy too tooI’m too SpicyReady? Uh좀 더 강도를 높여다음다음다음One of a kind우린 한계를 앞서Wow Wow WowThat’s Right'Cause I’m too Spicyfor your heartRing the fire alarm새로운 도전 끝에 넌I'm too Spicy변화할 시간이야 넌지금 이 순간또 다른 나를 찾아내I’m too Spicy too tooI’m too SpicyDon’t Stop 겁내지 마Bang Bang 외쳐봐I’m too SpicyYeah I’m too SpicyYou know that IDon’t Stop 용기 내 봐Next step, MyselfI’m too SpicyI’m too SpicyI’m too Spicy too tooI’m too Spicy'Cause IOh YeahYeah I’m too Spicyfor your heart(Yeah I’m too Spicyfor your heart)마침내 번져오는 Joy(Enjoy joy joy joy)Yeah I’m too Spicyfor your heartI’m too Spicy too tooI’m too SpicyFor you"
Dynamite,방탄소년단,Dynamite (DayTime Version),2020.08.24,댄스,"총건수
											0",Cos ah ahI’m in the stars tonightSo watch me bring the fireand set the night alightShoes on get up in the mornCup of milk let’s rock and rollKing Kong kick the drumrolling on like a rolling stoneSing song when I’m walking homeJump up to the top LeBronDing dong call me on my phoneIce tea and a game of ping pongThis is getting heavyCan you hear the bass boomI’m readyLife is sweet as honeyYeah this beat cha chinglike moneyDisco overload I’m intothat I’m good to goI'm diamond you know I glow upHey so let’s goCos ah ahI’m in the stars tonightSo watch me bring the fireand set the night alightShining through the citywith a little funk and soulSo I’mma light it uplike dynamite woahBring a friend join the crowdWhoever wanna come alongWord up talk the talkjust move like we off the wallDay or night the sky’s alightSo we dance to the break of dawnLadies and gentlemenI got the medicineso you should keep yaeyes on the ball huhThis is getting heavyCan you hear the bass boomI’m readyLife is sweet as honeyYeah this beat cha chinglike moneyDisco overloadI’m into that I’m good to goI'm diamond you know I glow upLet’s goCos ah ahI’m in the stars tonightSo watch me bring the fireand set the night alightShining through the citywith a little funk and soulSo I’mma light it uplike dynamite woahDynnnnnanana life is dynamiteDynnnnnanana life is dynamiteShining through the citywith a little funk and soulSo I’mma light it uplike dynamite woahDynnnnnanana ehDynnnnnanana ehDynnnnnanana ehLight it up like dynamiteDynnnnnanana ehDynnnnnanana ehDynnnnnanana ehLight it up like dynamiteCos ah ahI’m in the stars tonightSo watch me bring the fireand set the night alightShining through the citywith a little funk and soulSo I’mma light it uplike dynamiteCos ah ahI’m in the stars tonightSo watch me bring the fireand set the night alightShining through the citywith a little funk and soulSo I’mma light it uplike dynamite woahDynnnnnanana life is dynamiteDynnnnnanana life is dynamiteShining through the citywith a little funk and soulSo I’mma light it uplike dynamite woah
너의 모든 순간,성시경,별에서 온 그대 OST Part.7,2014.02.12,"발라드, 국내드라마","총건수
											0",이윽고 내가 한눈에너를 알아봤을 때모든 건 분명 달라지고 있었어내 세상은 널 알기 전과 후로 나뉘어니가 숨 쉬면 따스한 바람이 불어와니가 웃으면 눈부신 햇살이 비춰거기 있어줘서 그게 너라서가끔 내 어깨에 가만히 기대주어서나는 있잖아 정말 빈틈없이 행복해너를 따라서 시간은 흐르고 멈춰물끄러미 너를 들여다 보곤 해그것 말고는 아무것도 할 수 없어서너의 모든 순간 그게나였으면 좋겠다생각만 해도 가슴이 차올라나는 온통 너로보고 있으면 왠지 꿈처럼 아득한 것몇 광년 동안 날 향해 날아온 별빛 또 지금의 너거기 있어줘서 그게 너라서가끔 나에게 조용하게 안겨주어서나는 있잖아 정말 남김없이 고마워너를 따라서 시간은 흐르고 멈춰물끄러미 너를 들여다보곤 해너를 보는 게 나에게는 사랑이니까너의 모든 순간 그게나였으면 좋겠다생각만 해도 가슴이 차올라나는 온통 너로니 모든 순간 나였으면
사랑인가 봐,멜로망스,사랑인가 봐 (사내맞선 OST 스페셜 트랙),2022.02.18,"발라드, 국내드라마","총건수
											0",너와 함께 하고 싶은 일들을상상하는 게요즘 내 일상이 되고너의 즐거워하는 모습을 보고 있으면자연스레 따라 웃고 있는 걸너의 행동에 설레어하고 뒤척이다가지새운 밤이 많아지는데이건 누가 봐도 사랑일 텐데종일 함께면 질릴 텐데나 돌아서도 온통 너인 건아무래도 사랑인가 봐점점 너와 하고 싶은 일들 생각하면서하룰 보낸 날이 많아지는데이건 누가 봐도 사랑일 텐데종일 함께면 질릴 텐데나 돌아서도 온통 너인 건아무래도 사랑인가 봐너의 행복해하는 모습을 보고 있으면나도 모르게 따라 웃는데이 정도면 알아줄 만하잖아너도 용기 낼만 하잖아나만 이런 게 아니라면우리 만나볼 만하잖아아무래도 사랑인가 봐
청혼하지 않을 이유를 못 찾았어,이무진,청혼하지 않을 이유를 못 찾았어,2024.04.02,발라드,"총건수
											0","너에게 안 믿길 만큼 받은 게 참 많아요우선은 너 하나, 그리고 우리란 말사실 더할 나위 없이 그거면 됐지요우리만의 기억 과분한 선물이지요너로 인해 난 놀랍게도 변한 게 참 많아요맘속엔 너와 날 가득히 채운 바다잡은 두 손 사이로 붉은 실이 보이죠어쩌면 정해져 있었던 걸지도근데 있잖아 자연스런 고백이 난 제일 어려워내 맘을 멋있게 전하고 싶어 고민했어수많은 바람 끝에 너에게 할 말을 정했어가장 솔직하고 감동적인 말너에게 청혼하지 않을 이유를 못 찾았어내 일상, 내 모든 하루는 너라서그댄 오늘도 정말 예쁘네요빛나줘 곁에서 부디 영원토록수백 번 연습하며 오늘을 기다려왔어어쩌면 어설픈 말들일지라도그댈 내일 더 사랑할 거란 것그게 내가 청혼할 이유그 이유의 이유마침내 전한 내 고백 조금은 수줍어도굳게 잡은 두 손 놓지 않기로 약속마지막까지도 꼭 함께하기로그 마지막의 마지막의 마지막까지도너에게 청혼하지 않을 이유를 못 찾았어내 일상, 내 모든 하루는 너라서그댄 오늘도 정말 예쁘네요빛나줘 곁에서 부디 영원토록수백 번 연습하며 오늘을 기다려왔어어쩌면 어설픈 말들일지라도그댈 내일 더 사랑할 거란 것그게 내가 청혼할 이유그 이유의 이유많은 사람들 중에그 많은 순간들 중에만난 우리우연과 얽힌 운명들 중에가장 찬란한 순애그 서막 끝의 무대너에게 청혼하지 않을 이유를 못 찾은 것기억 속 찬란함이 온통 너란 것그댄 오늘도 정말 예쁘단 것전부야 너무나 당연한 이유가난 이제 준비해 둔 모든 말을 꺼내 뒀어항상 내 맘 한켠 담아뒀던 프러포즈그댄 내일도 아름다울 거란 것그게 내가 청혼한 이유그저 너란 이유"
우리 영화,PLAVE,ASTERUM : 134-1,2024.02.26,랩/힙합,"총건수
											0",많은 장면들을 보내고 나면엔딩크레딧에는 너와 나뿐이야끝나지 않은 이야긴 계속돼우리의 영화를 시작해엄청난 사랑에 빠져 uh너란 존재를 알게 된 건oh 정말 Lucky me Lucky me비슷한 모습에 운명이란 말을 믿었죠마침내 시작된 우리 이야기를 써 내려가요너란 영화되어줄게 Highlight나의 영화되어줄래 마지막한 편의 영화가 끝나도 끝이 아닐 거라고멜로 영화주인공은 너야  흑백 영화속에 너만 빛나막이 내리고 별빛들이 쏟아질 거야화면 속에 너와 나 Feel like I'm Hollywood starBGM은 Nothin' 내가 불러넌 내 앞에서 Right here 즐겨만 줘한걸음 우리 손잡고 같이 걷자두 걸음 아름다운 밤을 지새우자 You know whatWhat a beautiful night 모닥불 is burnin'너를 사랑할게 I'm in love너란 영화되어줄게 Highlight나의 영화되어줄래 마지막한 편의 영화가 끝나도 끝이 아닐 거라고멜로 영화주인공은 너야흑백 영화속에 너만 빛나막이 내리고 별빛들이 쏟아질 거야함께 걸어가 줄래진심이니까 내 손 놓지 마함께 걸어가 줄 때넘어지면 내 손잡아 줄래함께 걸어가 줄게힘들 때면 내 손을 잡을래함께 걸어가 줄 때눈부시게 아름다워져 hey너란 영화되어줄게 Highlight나의 영화되어줄래 마지막한 편의 영화가 끝나도 끝이 아닐 거라고멜로 영화주인공은 너야흑백 영화속에 너만 빛나막이 내리고 별빛들이 쏟아질 거야많은 장면들을 보내고 나면엔딩크레딧에는 너와 나뿐이야끝나지 않은 이야긴 계속돼우리의 영화를 시작해
Girls Never Die,tripleS (트리플에스),〈ASSEMBLE24〉,2024.05.08,댄스,"총건수
											0","다시 해보자La La La La La La La끝까지 가볼래 포기는 안 할래 난La La La La La La La쓰러져도 일어나We Go, We High, Go NowLa La La La La La LaGirls Never Die 절대 Never Cry세상은 늘 화려한 꿈 내 눈이 멀게눈부셔 Shine Better난 여기 보이지 않겠지 점점초라한 내가 싫어날 보이기도 싫어짙게 화장했던 이유 필터 꼈던 이유 알겠니 이젠 알겠니La La La La La La La끝까지 가볼래 포기는 안 할래 난La La La La La La La쓰러져도 일어나We Go, We High, Go NowLa La La La La La LaGirls Never Die 절대 Never Cry비켜봐 봐 비켜 핑계는우린 본질 속에 진주가 될래꿈의 난이도 좀 더 난 높일게고통 시련 다듬어 내가 될게I’m Just이제 조금 알겠어I Shine왜 날 힘들게 울게만 둔 건지Hold Me Closer Broken MyselfLa La La La La La La끝까지 가볼래 포기는 안할래 난La La La La La La La쓰러져도 일어나We Go, We High, Go NowLa La La La La La LaGirls Never Die 절대 Never Cry날 따라와 달라진 날하나가 되자너의 꿈이 내가 되고우리 함께 꾸는 꿈두려움 따위다 함께 있다면은이제 무서울 것 없지다시 해볼까La La La La La La La끝까지 가볼래 포기는 안 할래 난La La La La La La La쓰러져도 일어나We Go, We High, Go NowLa La La La La La LaGirls Never Die 절대 Never CryLa La La La La La LaGirls Never Die 절대 Never CryLa La La La La La La끝까지 가볼래 포기는 안 할래We Go, We High, Go NowLa La La La La La LaGirls Never Die 절대 Never Cry"
파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album 'SECOND WIND',2023.02.06,댄스,"총건수
											0","파이팅 해야지파이팅아뿔싸 일어나야지 아침인데눈 감았다 뜨니 해가 중천인데아침밥은 Pass 10분 더 자야 돼 OhTake-out coffee로 (아메 아메 아메 아메)Story 속에 (친구들은 다 왜)잘나 보여 (왜 나 나 나만 왜)또 또 또 또 왜 아등바등 또 왜이리저리 치여 왜 (I9 I9 I9 I9)우린 다 이어폰 꽂은 Zombie필요해 모두 다 텐션 Up pumpin’힘을 좀 내어보자우린 여러분의 부석순반복되는 하루에시작이 되는 이 노래네 옆에서 불러주겠어힘내야지 뭐 어쩌겠어파이팅 해야지 파이팅 해야지Don’t give it up Never give it up yeah파이팅 해야지 파이팅 해야지우린 부석순Ah 파이팅 해야지Story 속에 (친구들은 다 왜)잘나 보여 (왜 나 나 나만 왜)또 또 또 또 왜 아등바등 또 왜이리저리 치여 왜 (I9 I9 I9 I9)우린 다 이어폰 꽂은 Zombie필요해 모두 다 텐션 Up pumpin’힘을 좀 내어보자우린 여러분의 부석순반복되는 하루에시작이 되는 이 노래네 옆에서 불러주겠어힘내야지 뭐 어쩌겠어파이팅 해야지 파이팅 해야지Don’t give it up Never give it up yeah파이팅 해야지 파이팅 해야지Okay 모닝커피는 디카페인일찍 일어나니 기분 뭣 같지철없이 부재중 전화 제끼고Dance with ma laziness굽은 등, 팔, 다리 전부 다 펴니Ooh I feel like I’m seventeen일원도 보탬 안 되는불행과 같이 살기에는 내 시간이 너무 아깝지 Man힘을 내 힘을 내 힘을 내 힘을 내힘을 내 힘을 내 힘을 내 힘을 내Y’all don’t deserve itUnfortune is unnecessary알다시피 인생은원래 거지 같아그러니 조금만 힘을 내구겨진 인생을연주하는 우린 비운의 베토벤차분히 다음 악장을 연주해We got plenty more pages left to play올라갔다 내려가는 주식같이알다가도 모르겠는 인생 뭣 같지한 템포 쉬고 물 한 모금 마시기자 여기 있어 비타민 A B C반복되는 하루에시작이 되는 이 노래네 옆에서 불러주겠어힘내야지 뭐 어쩌겠어파이팅 해야지 파이팅 해야지Don’t give it up Never give it up yeah파이팅 해야지 파이팅 해야지우린 부석순Ah 파이팅 해야지Ah 파이팅 해야지"
퀸카 (Queencard),(여자)아이들,I feel,2023.05.15,댄스,"총건수
											0",Hey you뭘 보니? 내가 좀 Sexy Sexy 반했니Ye you뭐 하니? 너도 내 Kiss Kiss 원하니월 화 수 목 금 토 일 미모가 쉬지를 않네머리부터 발끝까지 눈부셔 빛이 나네Oh 저기 언니야들 내 Fashion을 따라 하네아름다운 여자의 하루는 다 아름답네이 Party에 준비된 Birthday cake태어나서 감사해 Every dayI don’t need them그래 내가 봐도 난퀸카 I’m hotMy boob and booty is hotSpotlight 날 봐I’m a star star star퀸카 I’m the topI’m twerking on the runwayI am a 퀸카You wanna be the 퀸카I’m a 퀸카I’m a 퀸카I’m a I’m a I’m a 퀸카I’m a 퀸카 (Take a photo)I’m a 퀸카I’m a 퀸카I’m a I’m a I’m a 퀸카I’m a 퀸카Look so cool look so sexylike Kim KardashianLook so cute look so pretty like ArianaI wanna with you 뽀뽀I wanna with you 포옹자꾸 예뻐져 거울 속 너어~이 Party에 준비된 (Blue) Champagne태어난 걸 축하해 Every dayI don’t need them그래 내가 봐도 난퀸카 I’m hotMy boob and booty is hotSpotlight 날 봐I’m a star star star퀸카 I’m the topI’m twerking on the runwayI am a 퀸카You wanna be the 퀸카I’m a 퀸카I’m a 퀸카I’m a I’m a I’m a 퀸카I’m a 퀸카 (Take a photo)I’m a 퀸카I’m a 퀸카I’m a I’m a I’m a 퀸카I’m a 퀸카아무거나 걸친 Girl 퀸카카카마르거나 살찐 Girl 퀸카카카자신감 넘치는 Girl 퀸카카카I am a 퀸카You wanna be the 퀸카
보금자리,임영웅,IM HERO,2022.05.02,성인가요/트로트,"총건수
											0",그대 사랑이 나였음 좋겠다아무것도 필요 없어요든든한 품에 안겨 잠들고 싶어라내 사랑의 보금자리아무것도 바라지 않아요당신만 있으면 돼한 눈 팔지 않고 사랑할래요돈도 필요 없어 백도 필요 없어당신만 있으면 돼그대 사랑이 나였음 좋겠다아무것도 필요 없어요든든한 품에 안겨 잠들고 싶어라내 사랑의 보금자리아무것도 바라지 않아요당신만 있으면 돼한 눈 팔지 않고 사랑할래요돈도 필요 없어 백도 필요 없어당신만 있으면 돼아무것도 바라지 않아요당신만 있으면 돼한 눈 팔지 않고 사랑할래요돈도 필요 없어 백도 필요 없어당신만 있으면 돼당신만 있으면 돼
Get A Guitar,RIIZE,Get A Guitar,2023.09.04,댄스,"총건수
											0",If you want somethingto play with get a guitar너와 내 느낌대로Make it 시작해 봐발 박자를 맞추고손은 Snapping likeone two five모두 집중해 줘When I play the guitarCause I know you knowOoh baby oohI love it 너와 맞추는 눈Ooh baby oohI love it 너와 맞추는 춤Rhythm 속에 그려보는 햇살가득 담은 꿈 In my heartTell me whileYou play me like dun dun dunStill I love it 너와 맞추는 눈Baby dun dun dunStill I love it 너와 맞추는 춤Get get get get a guitarGet get get get a guitarGet get get get a guitarGet get get get a guitarIf you want somethingto play with get a guitar가볍게 툭어깨에 메고 시작해 봐불타오를 Love and youth외치는 순간 Feel the vibe맘이 가는 대로Play it get a guitarCause I know you knowOoh baby oohI love it 너와 맞추는 눈Ooh baby oohI love it 너와 맞추는 춤Rhythm 속에 그려보는 햇살가득 담은 꿈 In my heartTell me whileYou play me like dun dun dunStill I love it 너와 맞추는 눈Baby dun dun dunStill I love it 너와 맞추는 춤Ooh baby oohI love it 너와 맞추는 눈Ooh baby oohI love it 너와 맞추는 춤네가 원하던 그 순간다른 생각들은 다 벗어나Tell me whileYou play me like dun dun dunStill I love it 너와 맞추는 눈Baby dun dun dunStill I love it 너와 맞추는 춤Get get get get a guitarGet get get get a guitarGet get get get a guitarGet get get get a guitarGet get get get a guitar
